borrower_id,sector,lender_type,age,monthly_income_kes,employment_tenure_months,digital_loans_last_90d,utility_payment_score,mobile_money_consistency,existing_loans,loan_amount_kes,dti_ratio,effective_apr,prior_default,default
B110293,Agriculture,Bank,40,53804.0,5,1,0.862,0.639,0,120124.0,0.112,12.7,0,0
B110294,Trade,Bank,34,14796.0,43,2,0.855,0.898,1,72924.0,0.246,16.2,0,0
B110295,Transport,MFI,34,55734.0,10,1,0.624,0.61,1,220996.0,0.198,14.3,1,0
B110296,Personal/Household,Digital Lender,38,17394.0,17,1,0.83,0.869,4,136775.0,0.393,184.8,0,0
B110297,Real Estate,Digital Lender,19,8245.0,6,2,0.831,0.85,4,26787.0,0.162,233.4,0,0
B110298,Transport,Bank,35,29910.0,7,3,0.945,0.762,2,150916.0,0.252,16.2,0,0
B110299,Services,Bank,40,39299.0,64,1,0.425,0.852,2,116043.0,0.148,15.5,0,0
B110300,Agriculture,Digital Lender,26,12918.0,24,2,0.607,0.606,1,90821.0,0.352,8.0,0,0
B110301,Manufacturing,Bank,40,9991.0,2,4,0.418,0.928,1,88527.0,0.443,12.5,0,1
B110302,Transport,Bank,18,22649.0,27,0,0.635,0.834,0,36416.0,0.08,10.7,0,0
B110303,Manufacturing,MFI,36,21042.0,5,3,0.877,0.826,5,41446.0,0.098,23.9,0,1
B110304,Personal/Household,Digital Lender,48,63151.0,16,2,0.619,0.921,2,118140.0,0.094,8.0,0,0
B110305,Transport,Bank,33,29931.0,8,0,0.815,0.67,5,88633.0,0.148,15.5,0,0
B110306,Manufacturing,Bank,25,44534.0,61,0,0.546,0.691,3,214608.0,0.241,13.6,0,0
B110307,Trade,Digital Lender,21,33367.0,20,0,0.775,0.528,1,150963.0,0.226,24.7,0,0
B110308,Personal/Household,Digital Lender,39,70459.0,55,3,0.675,0.467,1,186839.0,0.133,8.0,0,0
B110309,Trade,SACCO,44,18207.0,29,1,0.825,0.769,2,121416.0,0.333,10.3,0,1
B110310,Trade,SACCO,34,28329.0,16,1,0.677,0.872,1,181682.0,0.321,11.5,0,0
B110311,Manufacturing,Digital Lender,30,12544.0,8,2,0.941,0.454,2,105484.0,0.42,263.5,0,0
B110312,Manufacturing,SACCO,18,46456.0,78,0,0.664,0.701,2,133589.0,0.144,8.0,0,0
B110313,Services,Digital Lender,36,54869.0,39,2,0.495,0.714,1,315235.0,0.287,324.5,0,1
B110314,Personal/Household,MFI,28,48051.0,6,0,0.778,0.507,3,289315.0,0.301,10.0,0,0
B110315,Personal/Household,Bank,29,27762.0,33,1,0.598,0.596,4,58838.0,0.106,12.4,0,0
B110316,Agriculture,Digital Lender,51,13106.0,14,1,0.693,0.545,6,93028.0,0.355,142.0,0,0
B110317,Manufacturing,SACCO,18,28353.0,39,4,0.586,0.608,1,182769.0,0.322,15.8,0,0
B110318,Services,Bank,18,20481.0,78,1,0.638,0.379,3,133562.0,0.326,15.5,0,1
B110319,Real Estate,SACCO,37,49388.0,4,4,0.81,0.931,0,376009.0,0.381,12.7,0,0
B110320,Personal/Household,Digital Lender,31,23513.0,14,4,0.873,0.569,2,129479.0,0.275,9.0,0,0
B110321,Manufacturing,Bank,30,23239.0,5,3,0.818,0.522,1,168657.0,0.363,13.9,0,0
B110322,Agriculture,Digital Lender,38,98291.0,30,2,0.898,0.66,1,881198.0,0.448,257.6,0,0
B110323,Transport,Bank,38,46149.0,19,2,0.798,0.496,1,86006.0,0.093,12.8,0,0
B110324,Trade,SACCO,25,53732.0,10,2,0.737,0.751,4,252028.0,0.235,13.7,0,0
B110325,Trade,Digital Lender,29,22434.0,30,4,0.701,0.686,1,133736.0,0.298,67.8,0,0
B110326,Agriculture,Digital Lender,35,16233.0,8,0,0.701,0.889,1,64550.0,0.199,8.0,0,0
B110327,Trade,Digital Lender,37,53463.0,36,2,0.731,0.794,3,164703.0,0.154,19.2,0,0
B110328,Agriculture,SACCO,40,67552.0,6,2,0.511,0.537,2,400606.0,0.297,12.1,0,0
B110329,Services,MFI,29,14653.0,14,3,0.789,0.509,0,46659.0,0.159,28.2,0,0
B110330,Real Estate,SACCO,38,22368.0,39,2,0.847,0.798,4,58035.0,0.13,16.3,1,0
B110331,Personal/Household,Bank,45,17983.0,62,0,0.653,0.6,0,123236.0,0.343,17.5,0,0
B110332,Manufacturing,MFI,35,38746.0,58,3,0.856,0.442,1,93245.0,0.12,20.9,0,0
B110333,Trade,MFI,34,54041.0,23,2,0.794,0.673,1,204294.0,0.189,17.8,0,0
B110334,Trade,MFI,33,24281.0,1,3,0.682,0.874,2,53662.0,0.11,25.0,0,0
B110335,Services,MFI,29,24242.0,47,0,0.875,0.725,1,116407.0,0.24,15.5,0,0
B110336,Transport,Bank,26,10135.0,37,3,0.559,0.251,6,51185.0,0.252,9.4,0,0
B110337,Services,Bank,32,17591.0,56,3,0.846,0.793,4,51415.0,0.146,15.2,0,0
B110338,Agriculture,Bank,40,68120.0,36,2,0.849,0.341,3,200211.0,0.147,17.3,0,0
B110339,Personal/Household,MFI,26,38986.0,32,1,0.99,0.76,3,70644.0,0.091,32.5,0,0
B110340,Personal/Household,Bank,34,49487.0,14,0,0.638,0.299,3,287729.0,0.291,16.5,0,0
B110341,Services,Digital Lender,33,24323.0,30,0,0.936,0.58,3,62835.0,0.129,36.1,0,0
B110342,Trade,Bank,53,25586.0,38,3,0.854,0.823,2,171211.0,0.335,19.7,0,0
B110343,Services,Digital Lender,42,30039.0,17,4,0.532,0.875,2,231191.0,0.385,116.6,0,0
B110344,Real Estate,Bank,42,35537.0,64,1,0.937,0.378,2,207178.0,0.291,18.1,0,0
B110345,Personal/Household,Digital Lender,44,63375.0,9,1,0.767,0.448,0,544028.0,0.429,181.5,1,1
B110346,Manufacturing,SACCO,30,20537.0,20,3,0.427,0.836,1,86878.0,0.212,11.6,0,1
B110347,Manufacturing,Digital Lender,49,27558.0,82,2,0.915,0.751,1,76007.0,0.138,212.5,0,1
B110348,Agriculture,Digital Lender,37,19220.0,3,5,0.925,0.505,0,48929.0,0.127,259.8,0,1
B110349,Personal/Household,SACCO,35,10072.0,13,0,0.828,0.791,1,60040.0,0.298,12.2,0,0
B110350,Agriculture,Bank,23,49320.0,40,0,0.979,0.725,1,149649.0,0.152,15.2,0,0
B110351,Manufacturing,MFI,31,77738.0,32,4,0.798,0.62,2,166129.0,0.107,18.7,0,0
B110352,Manufacturing,Bank,18,45297.0,2,1,0.952,0.758,0,327846.0,0.362,15.5,0,0
B110353,Personal/Household,Digital Lender,33,33747.0,75,2,0.698,0.709,1,102599.0,0.152,250.2,0,0
B110354,Real Estate,Digital Lender,29,82404.0,14,1,0.608,0.619,2,182241.0,0.111,61.9,1,0
B110355,Personal/Household,Bank,31,38269.0,67,2,0.744,0.895,1,327031.0,0.427,14.6,0,0
B110356,Manufacturing,SACCO,21,46236.0,25,0,0.705,0.716,4,264104.0,0.286,13.8,0,0
B110357,Transport,Bank,42,32130.0,18,3,0.952,0.337,1,288697.0,0.449,14.2,1,0
B110358,Transport,SACCO,41,34945.0,94,1,0.836,0.587,1,276602.0,0.396,10.6,0,0
B110359,Personal/Household,SACCO,52,27636.0,26,0,0.911,0.387,4,162257.0,0.294,8.0,0,1
B110360,Personal/Household,MFI,52,47001.0,12,2,0.838,0.56,2,273715.0,0.291,12.4,0,1
B110361,Manufacturing,Digital Lender,37,16314.0,51,1,0.62,0.371,3,32018.0,0.098,122.5,0,1
B110362,Trade,Bank,45,37444.0,76,2,0.688,0.878,0,288440.0,0.385,16.4,0,0
B110363,Transport,Digital Lender,38,18598.0,7,4,0.797,0.422,3,158514.0,0.426,15.1,0,1
B110364,Trade,SACCO,31,39357.0,5,1,0.887,0.768,2,128632.0,0.163,19.3,0,0
B110365,Trade,Bank,32,110943.0,13,0,0.897,0.796,4,360274.0,0.162,16.4,0,0
B110366,Personal/Household,MFI,41,43692.0,62,0,0.743,0.707,3,215911.0,0.247,20.5,0,0
B110367,Real Estate,Bank,70,56707.0,4,1,0.806,0.347,2,145806.0,0.129,14.3,0,1
B110368,Manufacturing,SACCO,47,48843.0,13,1,0.658,0.914,2,210066.0,0.215,13.4,1,0
B110369,Services,Digital Lender,37,8274.0,39,6,0.765,0.634,2,21165.0,0.128,8.0,0,0
B110370,Agriculture,Bank,40,27655.0,11,2,0.868,0.666,1,136428.0,0.247,16.1,0,0
B110371,Trade,Bank,40,38038.0,0,1,0.888,0.728,1,196337.0,0.258,15.1,0,0
B110372,Trade,MFI,34,9425.0,0,0,0.937,0.318,1,81494.0,0.432,21.7,0,1
B110373,Agriculture,Bank,43,25435.0,42,1,0.991,0.706,1,95056.0,0.187,16.9,0,0
B110374,Personal/Household,Bank,33,28465.0,21,3,0.65,0.869,2,191469.0,0.336,16.8,0,0
B110375,Personal/Household,SACCO,25,15103.0,48,1,0.766,0.543,2,48055.0,0.159,9.6,0,0
B110376,Manufacturing,MFI,40,17443.0,2,0,0.663,0.487,0,154949.0,0.444,10.8,1,0
B110377,Agriculture,Digital Lender,41,62041.0,119,1,0.742,0.716,1,220570.0,0.178,220.3,0,0
B110378,Manufacturing,MFI,34,8000.0,145,3,0.866,0.481,1,15671.0,0.098,19.6,0,0
B110379,Trade,SACCO,38,34520.0,14,0,0.589,0.75,2,100914.0,0.146,16.8,0,0
B110380,Personal/Household,Bank,45,56385.0,8,1,0.759,0.58,5,456766.0,0.405,13.7,0,0
B110381,Transport,Bank,34,29292.0,13,2,0.516,0.716,1,168511.0,0.288,17.0,0,0
B110382,Trade,MFI,31,64521.0,16,1,0.836,0.499,0,129711.0,0.101,12.1,0,0
B110383,Personal/Household,SACCO,28,23504.0,96,1,0.517,0.415,4,191951.0,0.408,12.8,0,0
B110384,Personal/Household,Digital Lender,32,18074.0,14,3,0.895,0.791,1,143174.0,0.396,182.4,0,0
B110385,Agriculture,Bank,50,29579.0,4,2,0.631,0.947,3,245108.0,0.414,14.4,0,0
B110386,Transport,MFI,33,24104.0,22,0,0.705,0.641,5,86717.0,0.18,23.2,0,0
B110387,Transport,SACCO,39,21709.0,40,1,0.962,0.685,1,121509.0,0.28,14.2,0,0
B110388,Trade,Bank,32,26923.0,45,2,0.718,0.613,4,102172.0,0.19,13.9,0,0
B110389,Trade,Digital Lender,31,19233.0,68,5,0.821,0.48,0,32886.0,0.085,200.2,0,0
B110390,Personal/Household,Bank,26,18754.0,37,3,0.484,0.774,2,75337.0,0.201,11.1,0,0
B110391,Services,Digital Lender,36,16041.0,16,2,0.722,0.849,6,44776.0,0.14,245.8,0,1
B110392,Manufacturing,MFI,30,37388.0,74,2,0.639,0.364,0,319099.0,0.427,16.7,0,0
B110393,Manufacturing,Bank,48,17164.0,45,1,0.841,0.848,3,89918.0,0.262,14.7,0,0
B110394,Transport,SACCO,34,15016.0,13,0,0.649,0.515,3,38022.0,0.127,13.4,0,0
B110395,Real Estate,Bank,35,16473.0,37,0,0.927,0.605,4,52045.0,0.158,13.2,0,1
B110396,Trade,SACCO,33,33293.0,18,2,0.705,0.768,2,296537.0,0.445,11.6,0,0
B110397,Real Estate,Digital Lender,39,42966.0,21,0,0.715,0.483,1,145261.0,0.169,315.4,0,0
B110398,Services,MFI,50,44939.0,2,3,0.859,0.615,3,401650.0,0.447,24.7,0,0
B110399,Personal/Household,Bank,25,33452.0,1,2,0.77,0.63,0,294003.0,0.439,12.6,0,0
B110400,Services,MFI,38,39917.0,13,1,0.71,0.767,1,258627.0,0.324,14.1,0,0
B110401,Trade,MFI,19,28850.0,30,0,0.604,0.568,2,77934.0,0.135,16.6,0,0
B110402,Manufacturing,SACCO,47,38199.0,71,0,0.894,0.611,2,276736.0,0.362,17.2,1,1
B110403,Transport,SACCO,34,37878.0,4,3,0.907,0.84,1,237096.0,0.313,10.7,0,1
B110404,Trade,MFI,20,19904.0,19,0,0.605,0.493,0,149749.0,0.376,20.3,0,0
B110405,Trade,Digital Lender,22,16455.0,1,2,0.879,0.621,2,105512.0,0.321,181.4,0,0
B110406,Personal/Household,Digital Lender,43,62548.0,9,4,0.902,0.639,3,260334.0,0.208,148.9,0,0
B110407,Transport,SACCO,18,31855.0,18,0,0.86,0.806,2,108685.0,0.171,11.2,0,0
B110408,Transport,Bank,38,53023.0,100,0,0.784,0.876,3,368293.0,0.347,13.2,0,0
B110409,Agriculture,MFI,31,16236.0,1,0,0.447,0.304,1,118759.0,0.366,20.3,0,0
B110410,Manufacturing,MFI,33,23788.0,8,1,0.748,0.777,1,98824.0,0.208,18.6,0,0
B110411,Trade,Digital Lender,28,13945.0,17,1,0.852,0.558,0,79057.0,0.283,105.4,0,0
B110412,Trade,Digital Lender,25,42424.0,62,1,0.54,0.567,2,275714.0,0.325,37.0,0,0
B110413,Manufacturing,Digital Lender,30,21206.0,3,3,0.624,0.453,2,53041.0,0.125,284.8,0,0
B110414,Agriculture,Bank,41,21920.0,3,1,0.825,0.667,4,177059.0,0.404,11.9,0,0
B110415,Services,SACCO,32,87177.0,10,2,0.961,0.612,2,377611.0,0.217,13.9,0,0
B110416,Real Estate,Digital Lender,39,42893.0,14,1,0.608,0.369,1,260526.0,0.304,86.9,0,0
B110417,Trade,Bank,33,42606.0,45,1,0.901,0.573,3,205897.0,0.242,13.4,0,0
B110418,Trade,Bank,41,15350.0,22,1,0.909,0.685,0,47524.0,0.155,13.3,0,1
B110419,Personal/Household,Bank,39,10704.0,9,1,0.902,0.537,3,85583.0,0.4,11.5,0,0
B110420,Trade,SACCO,30,50709.0,10,1,0.706,0.663,1,403290.0,0.398,9.4,1,0
B110421,Trade,MFI,25,8671.0,23,3,0.877,0.888,2,61680.0,0.356,23.0,0,0
B110422,Real Estate,Bank,45,22564.0,27,5,0.819,0.824,1,147807.0,0.328,11.8,0,0
B110423,Agriculture,MFI,27,19027.0,57,1,0.898,0.974,1,49660.0,0.13,22.6,0,1
B110424,Transport,Digital Lender,40,17875.0,14,2,0.817,0.949,0,118627.0,0.332,257.0,0,0
B110425,Manufacturing,Digital Lender,35,23330.0,17,3,0.89,0.923,3,71494.0,0.153,8.0,0,0
B110426,Trade,Digital Lender,30,16636.0,23,1,0.767,0.558,0,93149.0,0.28,187.9,0,0
B110427,Personal/Household,Digital Lender,39,15233.0,27,3,0.607,0.796,0,85866.0,0.282,135.2,0,0
B110428,Real Estate,SACCO,49,34211.0,39,1,0.867,0.705,2,122563.0,0.179,14.5,0,0
B110429,Transport,Digital Lender,41,53449.0,12,1,0.81,0.767,7,271274.0,0.254,118.1,0,0
B110430,Trade,MFI,36,11442.0,29,0,0.791,0.83,1,36365.0,0.159,24.8,0,0
B110431,Transport,Digital Lender,51,33109.0,24,4,0.766,0.288,4,88204.0,0.133,214.6,0,0
B110432,Agriculture,Digital Lender,18,40046.0,10,0,0.71,0.941,2,61661.0,0.077,320.5,0,0
B110433,Manufacturing,SACCO,24,38009.0,128,4,0.668,0.662,3,248601.0,0.327,15.1,0,0
B110434,Agriculture,MFI,30,26326.0,23,3,0.883,0.758,2,102993.0,0.196,16.5,0,0
B110435,Services,Bank,49,21410.0,0,1,0.915,0.794,1,183501.0,0.429,14.7,0,0
B110436,Agriculture,Bank,44,45126.0,5,2,0.851,0.667,1,229237.0,0.254,13.2,0,0
B110437,Services,Bank,18,35754.0,84,2,0.543,0.671,2,229968.0,0.322,14.3,0,0
B110438,Services,Bank,31,10490.0,36,1,0.405,0.407,1,92423.0,0.441,17.2,0,0
B110439,Real Estate,MFI,22,26329.0,4,1,0.783,0.692,1,98735.0,0.187,22.0,0,0
B110440,Agriculture,Bank,35,30654.0,56,2,0.928,0.81,4,140930.0,0.23,13.8,0,0
B110441,Real Estate,Digital Lender,44,16292.0,39,6,0.739,0.676,3,57288.0,0.176,22.9,0,0
B110442,Services,SACCO,45,26007.0,24,0,0.848,0.858,1,118875.0,0.229,16.2,0,0
B110443,Transport,Digital Lender,38,38962.0,6,1,0.755,0.839,1,328915.0,0.422,52.7,0,0
B110444,Manufacturing,MFI,31,18863.0,138,0,0.892,0.549,0,135498.0,0.359,20.9,0,0
B110445,Trade,Bank,34,33798.0,40,1,0.774,0.604,0,195015.0,0.288,12.5,0,0
B110446,Personal/Household,Bank,42,17253.0,34,3,0.739,0.707,3,47347.0,0.137,14.5,0,0
B110447,Trade,Digital Lender,58,15060.0,1,2,0.824,0.836,3,44950.0,0.149,210.8,0,0
B110448,Trade,Bank,23,41713.0,14,1,0.777,0.753,2,224423.0,0.269,16.7,0,0
B110449,Agriculture,SACCO,51,56710.0,8,1,0.527,0.682,1,130457.0,0.115,12.3,0,0
B110450,Real Estate,Bank,37,15506.0,20,0,0.553,0.696,2,119358.0,0.385,14.7,0,0
B110451,Services,Bank,43,50220.0,5,5,0.742,0.761,2,118586.0,0.118,17.0,0,0
B110452,Personal/Household,Bank,37,29520.0,31,1,0.909,0.687,4,233766.0,0.396,18.7,0,0
B110453,Trade,MFI,49,8801.0,43,1,0.72,0.723,1,73429.0,0.417,20.0,0,1
B110454,Agriculture,Bank,38,13505.0,19,2,0.774,0.548,2,23499.0,0.087,16.9,1,0
B110455,Personal/Household,Digital Lender,29,41546.0,70,0,0.761,0.647,2,358226.0,0.431,173.7,0,0
B110456,Manufacturing,Bank,40,12171.0,73,2,0.827,0.754,2,105386.0,0.433,17.1,0,0
B110457,Trade,Bank,46,21158.0,15,1,0.693,0.277,2,178718.0,0.422,15.6,1,0
B110458,Real Estate,Bank,35,28432.0,13,4,0.832,0.901,1,157266.0,0.277,14.6,1,0
B110459,Transport,Digital Lender,18,38041.0,9,4,0.614,0.434,0,111492.0,0.147,277.8,0,0
B110460,Services,SACCO,34,32911.0,4,4,0.696,0.591,0,106216.0,0.161,17.8,0,1
B110461,Transport,SACCO,36,70453.0,51,1,0.625,0.624,0,286762.0,0.204,15.5,0,0
B110462,Trade,MFI,35,18983.0,19,1,0.759,0.445,5,51600.0,0.136,15.9,0,0
B110463,Personal/Household,Digital Lender,30,31390.0,27,2,0.918,0.677,2,237533.0,0.378,104.7,0,0
B110464,Agriculture,Bank,48,38137.0,39,1,0.791,0.759,2,59729.0,0.078,14.0,0,0
B110465,Personal/Household,Digital Lender,18,43995.0,4,4,0.545,0.879,5,75284.0,0.086,50.3,0,0
B110466,Real Estate,Digital Lender,36,53008.0,1,1,0.574,0.746,3,243922.0,0.23,144.4,0,0
B110467,Trade,Bank,36,23418.0,0,5,0.836,0.68,1,145959.0,0.312,15.4,0,1
B110468,Real Estate,Bank,56,42545.0,10,0,0.761,0.885,3,123896.0,0.146,15.9,0,1
B110469,Agriculture,MFI,35,17868.0,16,1,0.68,0.482,2,56180.0,0.157,23.0,0,0
B110470,Agriculture,Bank,39,28489.0,1,0,0.603,0.808,0,47605.0,0.084,15.6,1,0
B110471,Manufacturing,Bank,36,39171.0,3,2,0.806,0.64,1,97511.0,0.124,12.1,1,1
B110472,Personal/Household,MFI,36,50841.0,11,0,0.692,0.823,2,254630.0,0.25,22.1,0,0
B110473,Personal/Household,Bank,53,40685.0,31,1,0.829,0.801,1,196380.0,0.241,10.7,0,0
B110474,Real Estate,SACCO,24,31251.0,6,0,0.595,0.881,1,167385.0,0.268,13.2,0,0
B110475,Trade,MFI,28,28461.0,11,2,0.86,0.656,2,169086.0,0.297,16.3,0,0
B110476,Manufacturing,SACCO,43,40209.0,10,1,0.853,0.727,2,248166.0,0.309,12.3,0,0
B110477,Real Estate,MFI,38,99118.0,28,1,0.991,0.546,0,584799.0,0.295,19.8,0,0
B110478,Trade,MFI,32,47573.0,10,0,0.841,0.814,2,134198.0,0.141,21.2,0,0
B110479,Services,MFI,34,36675.0,9,2,0.603,0.849,1,186612.0,0.254,21.0,0,0
B110480,Services,Digital Lender,44,14004.0,4,3,0.718,0.441,2,121127.0,0.432,214.2,0,1
B110481,Trade,Bank,40,18686.0,41,3,0.819,0.83,0,103736.0,0.278,15.4,0,0
B110482,Personal/Household,SACCO,28,24878.0,5,1,0.996,0.681,5,93221.0,0.187,13.5,0,0
B110483,Transport,Digital Lender,37,49046.0,23,4,0.788,0.443,1,388361.0,0.396,249.8,0,0
B110484,Agriculture,SACCO,35,17761.0,95,2,0.754,0.655,2,34059.0,0.096,9.4,0,1
B110485,Transport,Bank,40,42334.0,49,2,0.797,0.505,2,180825.0,0.214,17.2,0,0
B110486,Trade,Bank,32,31756.0,21,1,0.683,0.884,0,256032.0,0.403,14.7,0,0
B110487,Trade,SACCO,23,36142.0,86,0,0.678,0.439,3,115703.0,0.16,13.5,0,0
B110488,Services,SACCO,42,26403.0,19,0,0.902,0.832,3,206936.0,0.392,8.3,0,1
B110489,Transport,Digital Lender,40,21415.0,26,6,0.694,0.455,0,73224.0,0.171,88.9,0,0
B110490,Agriculture,SACCO,49,17404.0,11,1,0.873,0.716,3,117250.0,0.337,12.6,0,0
B110491,Real Estate,Bank,22,41622.0,8,1,0.801,0.958,2,316673.0,0.38,15.9,0,0
B110492,Services,Digital Lender,34,28504.0,106,2,0.412,0.626,1,170405.0,0.299,80.0,0,0
B110493,Real Estate,SACCO,33,16441.0,98,4,0.797,0.636,2,134096.0,0.408,10.7,0,0
B110494,Services,Digital Lender,31,33618.0,52,4,0.975,0.63,1,296124.0,0.44,217.4,0,0
B110495,Personal/Household,Digital Lender,20,195402.0,4,5,0.685,0.921,1,1176220.0,0.301,222.8,0,0
B110496,Agriculture,MFI,24,26614.0,10,1,0.791,0.838,1,96342.0,0.181,21.8,0,0
B110497,Personal/Household,SACCO,38,73847.0,16,1,0.891,0.785,0,620605.0,0.42,11.6,0,0
B110498,Transport,SACCO,30,8000.0,1,1,0.592,0.663,3,59247.0,0.37,12.1,0,0
B110499,Personal/Household,Bank,27,25623.0,48,1,0.738,0.741,0,114528.0,0.223,14.0,0,0
B110500,Agriculture,MFI,49,50268.0,43,0,0.82,0.488,0,139814.0,0.139,21.3,0,1
B110501,Trade,Bank,59,29988.0,6,0,0.467,0.744,3,121689.0,0.203,14.8,0,0
B110502,Trade,Bank,34,20880.0,19,1,0.931,0.71,1,55591.0,0.133,14.1,0,0
B110503,Transport,SACCO,20,29304.0,9,1,0.778,0.492,2,207135.0,0.353,14.6,0,0
B110504,Personal/Household,Bank,39,51114.0,3,3,0.75,0.782,1,316288.0,0.309,12.5,0,0
B110505,Personal/Household,Digital Lender,18,96654.0,10,4,0.895,0.885,1,839669.0,0.434,68.2,0,0
B110506,Transport,MFI,21,53425.0,10,0,0.824,0.528,3,402499.0,0.377,22.8,0,0
B110507,Trade,Digital Lender,39,22525.0,15,1,0.839,0.842,5,150420.0,0.334,99.1,1,0
B110508,Trade,SACCO,21,26158.0,40,1,0.693,0.815,4,58496.0,0.112,11.5,0,0
B110509,Personal/Household,Digital Lender,32,26265.0,5,4,0.686,0.395,4,153895.0,0.293,411.0,0,1
B110510,Manufacturing,MFI,20,18454.0,25,3,0.205,0.73,4,72572.0,0.197,19.5,0,1
B110511,Personal/Household,Digital Lender,36,27302.0,2,4,0.635,0.916,2,71379.0,0.131,123.1,0,0
B110512,Trade,MFI,46,25576.0,4,1,0.955,0.882,2,154575.0,0.302,17.6,0,0
B110513,Real Estate,Digital Lender,29,15363.0,25,1,0.902,0.803,2,86574.0,0.282,177.3,1,0
B110514,Services,MFI,35,47144.0,16,2,0.681,0.741,2,409084.0,0.434,15.9,1,0
B110515,Trade,Bank,27,37478.0,34,1,0.708,0.556,0,118909.0,0.159,14.5,0,0
B110516,Trade,SACCO,28,20899.0,100,2,0.889,0.912,5,153814.0,0.368,17.8,0,0
B110517,Transport,MFI,27,32251.0,50,2,0.615,0.717,4,93019.0,0.144,21.7,0,0
B110518,Transport,Bank,43,17492.0,21,1,0.928,0.795,2,59986.0,0.171,16.4,0,1
B110519,Services,Bank,21,21944.0,21,1,0.782,0.688,0,159285.0,0.363,13.1,0,0
B110520,Services,Bank,32,43400.0,4,1,0.865,0.766,0,375080.0,0.432,15.6,0,0
B110521,Personal/Household,Digital Lender,39,38525.0,10,3,0.805,0.594,0,304059.0,0.395,80.3,0,0
B110522,Trade,SACCO,44,22421.0,3,1,0.842,0.476,0,110529.0,0.246,8.0,0,0
B110523,Manufacturing,Bank,39,35288.0,19,2,0.436,0.38,2,84527.0,0.12,16.1,1,0
B110524,Services,Digital Lender,34,28541.0,43,3,0.695,0.916,3,210075.0,0.368,279.2,0,0
B110525,Real Estate,SACCO,29,17180.0,106,1,0.878,0.811,2,138928.0,0.404,11.1,1,0
B110526,Services,SACCO,44,27120.0,2,1,0.838,0.627,2,192909.0,0.356,17.1,0,0
B110527,Transport,SACCO,26,37708.0,5,0,0.833,0.877,2,159128.0,0.211,15.2,0,0
B110528,Trade,Bank,26,35185.0,47,0,0.645,0.606,2,156880.0,0.223,18.2,1,0
B110529,Manufacturing,Bank,49,11720.0,56,0,0.536,0.846,1,70130.0,0.299,17.3,0,0
B110530,Personal/Household,Digital Lender,39,32577.0,27,1,0.673,0.802,0,205020.0,0.315,207.5,0,1
B110531,Trade,Digital Lender,39,30151.0,21,0,0.824,0.268,3,109245.0,0.181,123.5,0,1
B110532,Agriculture,Digital Lender,41,10467.0,5,1,0.787,0.492,1,70730.0,0.338,203.7,0,0
B110533,Personal/Household,Bank,34,19064.0,5,1,0.741,0.493,1,131783.0,0.346,14.8,0,0
B110534,Trade,Digital Lender,21,38964.0,6,2,0.83,0.853,1,229158.0,0.294,8.0,0,0
B110535,Agriculture,MFI,38,63681.0,50,1,0.584,0.821,1,417854.0,0.328,19.0,0,0
B110536,Personal/Household,SACCO,35,12061.0,13,3,0.918,0.354,3,82472.0,0.342,14.3,0,1
B110537,Personal/Household,Bank,26,50951.0,6,1,0.883,0.764,2,128806.0,0.126,16.7,0,0
B110538,Manufacturing,Digital Lender,24,10570.0,11,2,0.517,0.852,0,86666.0,0.41,172.3,0,0
B110539,Services,Digital Lender,35,64128.0,5,4,0.838,0.773,0,275669.0,0.215,303.6,0,0
B110540,Services,Bank,21,26075.0,29,0,0.768,0.697,2,218837.0,0.42,17.0,0,0
B110541,Real Estate,Digital Lender,34,20068.0,16,6,0.399,0.706,0,141548.0,0.353,73.5,0,1
B110542,Trade,SACCO,32,36134.0,60,1,0.737,0.471,1,108153.0,0.15,19.7,0,0
B110543,Personal/Household,Bank,34,17512.0,15,1,0.777,0.619,4,40160.0,0.115,15.0,0,0
B110544,Agriculture,Bank,39,39488.0,15,2,0.851,0.813,2,333177.0,0.422,13.3,0,0
B110545,Personal/Household,SACCO,41,27773.0,17,3,0.873,0.797,1,95124.0,0.171,11.6,0,0
B110546,Transport,Bank,28,8000.0,17,1,0.801,0.943,1,58412.0,0.365,19.6,0,0
B110547,Real Estate,Bank,44,19036.0,1,2,0.655,0.436,2,72603.0,0.191,17.1,0,0
B110548,Manufacturing,Digital Lender,33,33028.0,96,3,0.955,0.732,2,222951.0,0.338,103.6,0,0
B110549,Manufacturing,SACCO,53,53453.0,52,3,0.922,0.81,2,452567.0,0.423,10.2,0,0
B110550,Services,Digital Lender,29,35679.0,11,2,0.797,0.787,1,105002.0,0.147,197.8,0,0
B110551,Trade,SACCO,19,52986.0,2,0,0.74,0.858,2,133718.0,0.126,19.3,0,0
B110552,Services,MFI,43,18184.0,107,0,0.611,0.481,1,123651.0,0.34,26.7,0,0
B110553,Trade,Digital Lender,39,44365.0,32,3,0.78,0.665,1,325887.0,0.367,169.7,0,0
B110554,Personal/Household,Bank,47,44776.0,5,3,0.651,0.63,4,179745.0,0.201,11.0,0,0
B110555,Services,Bank,38,12124.0,18,1,0.587,0.726,1,31671.0,0.131,14.1,0,1
B110556,Real Estate,SACCO,58,54433.0,17,1,0.734,0.67,0,340440.0,0.313,13.3,0,0
B110557,Trade,Digital Lender,33,35598.0,12,2,0.729,0.362,1,66977.0,0.094,286.4,0,0
